gene,control_1_poly,control_2_poly,control_3_poly,control_4_poly,treatment_1_poly,treatment_2_poly,treatment_3_poly,treatment_4_poly
simGenes_2927,204,340,380,274,299,374,357,350
simGenes_2928,1921,1005,792,1787,1097,633,996,1264
simGenes_2929,935,1016,1123,1033,1109,854,1146,1093
simGenes_2930,1518,1479,1828,1444,1788,1713,1947,1244
simGenes_2931,863,1080,1134,1159,1161,862,1225,924
simGenes_2932,507,478,461,614,455,508,592,493
simGenes_2933,12069,15139,12694,11647,10533,18379,16937,15145
simGenes_2934,2415,5288,6757,8424,5865,2804,8234,9226
simGenes_2935,321,658,497,697,1127,793,979,1109
simGenes_2936,18885,21241,16091,22872,20559,19946,19902,23614
simGenes_2937,1435,1956,1729,2316,2210,1366,1896,2252
simGenes_2938,836,1253,925,720,642,1095,740,771
simGenes_2939,471,179,271,154,365,331,282,266
simGenes_2940,902,893,991,941,917,955,951,948
simGenes_2941,611,633,626,516,683,675,560,613
simGenes_2942,955,932,887,717,1034,898,981,995
simGenes_2943,828,738,685,827,877,815,1106,474
simGenes_2944,283,329,308,214,238,297,269,257
simGenes_2945,347,276,228,359,233,57,112,106
simGenes_2946,6101,4872,5186,4867,4526,4747,6069,5308
simGenes_2947,3975,3160,2285,2629,3558,2737,3121,3401
simGenes_2948,6295,6249,6155,6246,6042,6952,6509,6779
simGenes_2949,158,249,293,317,151,325,330,144
simGenes_2950,7391,4971,3998,6571,3037,3033,2247,3895
simGenes_2951,75,65,62,64,84,87,67,51
simGenes_2952,2617,3357,3688,2511,3398,3155,4205,3208
simGenes_2953,768,744,935,649,701,840,718,694
simGenes_2954,1369,1417,1190,1189,1136,1163,1303,1233
simGenes_2955,877,780,750,778,789,821,768,777
simGenes_2956,172,107,107,215,189,149,241,121
simGenes_2957,7371,5461,4469,6501,5348,7178,6260,5317
simGenes_2958,8225,7095,7864,7572,7527,7938,7346,8169
simGenes_2959,106,67,126,179,119,193,100,203
simGenes_2960,786,876,846,1030,793,802,1103,1026
simGenes_2961,1973,2005,1883,1845,1689,1849,1901,1865
simGenes_2962,5558,5363,6067,5352,5311,5468,5614,6020
simGenes_2963,3168,2985,4329,4830,5740,5062,4484,4262
simGenes_2964,395,389,282,609,1505,1027,1419,1013
simGenes_2965,1085,1098,918,903,829,1224,711,1032
simGenes_2966,3891,4469,2986,5431,4088,7617,4372,5210
simGenes_2967,2136,2118,2718,1968,2208,2535,2925,2178
simGenes_2968,1849,1805,1338,2112,2193,2059,1999,2493
simGenes_2969,1075,1568,1392,1391,2076,1409,2046,1694
simGenes_2970,488,581,565,514,648,648,555,607
simGenes_2971,4238,7357,10356,5446,23473,24332,23740,25688
simGenes_2972,1030,812,1451,1099,1241,1290,1055,1282
simGenes_2973,450,824,287,522,457,311,449,743
simGenes_2974,6438,7317,9066,8427,8738,6608,8889,7857
simGenes_2975,644,773,675,1006,270,775,878,415
simGenes_2976,43,72,46,64,39,68,57,85
simGenes_2977,1619,1519,1502,1292,2066,3003,2542,1997
simGenes_2978,692,529,561,615,598,601,629,830
simGenes_2979,1458,1418,1201,1469,1529,1493,1559,1755
simGenes_2980,775,867,695,648,359,432,280,615
simGenes_2981,3409,3301,3584,3757,6151,6153,6174,6017
simGenes_2982,9908,10287,9157,11318,10931,9491,10988,11143
simGenes_2983,1762,2090,1735,1682,3298,3020,3149,3318
simGenes_2984,670,661,740,959,179,279,251,319
simGenes_2985,384,300,412,281,425,333,366,353
simGenes_2986,1423,1460,736,1322,1533,1790,1806,1457
simGenes_2987,879,1096,645,722,1159,704,791,616
simGenes_2988,3563,3705,3337,4115,3501,3739,2928,3879
simGenes_2989,3980,4060,3943,4011,3304,3703,3736,4083
simGenes_2990,373,91,170,213,264,110,187,275
simGenes_2991,3735,3972,4047,3841,3866,3816,3728,4355
simGenes_2992,1951,2217,1576,1780,1846,2020,2353,2220
simGenes_2993,710,701,908,902,1011,722,817,1110
simGenes_2994,327,311,336,796,424,469,398,307
simGenes_2995,1420,1367,1883,1176,1503,1520,1462,1028
simGenes_2996,3471,2652,4209,2796,4837,4735,4653,4784
simGenes_2997,3989,3951,3758,4263,3742,4098,3672,4483
simGenes_2998,399,142,169,275,131,157,107,98
simGenes_2999,490,538,339,381,386,455,505,296
simGenes_3000,1082,1349,1401,1130,875,1013,859,794
simGenes_3001,4312,3939,5235,5905,10160,4417,4729,4732
simGenes_3002,195,301,394,206,220,269,291,365
simGenes_3003,3110,2229,3393,3484,2445,2677,2370,2812
simGenes_3004,439,449,145,435,280,396,319,297
simGenes_3005,274,398,401,257,263,337,238,319
simGenes_3006,543,531,542,730,640,508,519,558
simGenes_3007,2600,2177,2439,1861,1965,1771,1554,2326
simGenes_3008,1234,1377,1417,1030,1039,1445,1129,1392
simGenes_3009,3538,3612,3571,3568,3463,3173,3692,3690
simGenes_3010,957,1035,774,896,795,871,867,973
simGenes_3011,10293,8842,8433,8939,8977,9725,9521,9865
simGenes_3012,102,111,141,212,136,195,186,169
simGenes_3013,71952,73117,66099,73057,60808,63896,65437,81329
simGenes_3014,5987,8345,7453,8409,3687,4115,4427,3575
simGenes_3015,3950,4762,4803,4201,4057,4640,4140,5055
simGenes_3016,763,489,496,769,488,471,819,532
simGenes_3017,2399,2321,2817,1076,6289,4513,5836,7432
simGenes_3018,344,288,429,341,445,482,342,319
simGenes_3019,1804,2139,2111,1902,2229,2202,2393,1916
simGenes_3020,1084,1293,1342,997,3711,2767,3721,4986
simGenes_3021,299,229,387,288,282,238,165,235
simGenes_3022,420,368,496,386,541,672,386,581
simGenes_3023,10625,11892,11575,9705,12158,10079,11421,10449
simGenes_3024,2079,1836,4589,2249,2680,4317,3318,2482
simGenes_3025,2124,1215,3133,517,2414,2610,2637,2144
simGenes_3026,204,127,216,171,189,169,123,160
simGenes_3027,3399,2780,2499,2398,2147,3045,1964,1658
simGenes_3028,450,495,427,629,155,562,489,265
simGenes_3029,311,343,276,406,353,323,259,353
simGenes_3030,1556,1657,1589,1878,1581,1747,1521,1616
simGenes_3031,7282,7243,7057,7597,3803,3907,4143,4043
simGenes_3032,2608,4026,4363,5455,4193,2835,3001,2636
simGenes_3033,2193,1826,1966,1802,2046,2016,2180,2168
simGenes_3034,4280,4473,4490,3857,4818,4780,5628,4785
simGenes_3035,2540,2469,2476,2539,2225,2265,2357,2338
simGenes_3036,98,111,107,162,189,234,83,234
simGenes_3037,877,859,578,646,711,741,639,735
simGenes_3038,624,618,833,628,691,524,506,618
simGenes_3039,2850,2511,3154,2095,3131,2547,1922,2762
simGenes_3040,949,881,962,1159,1153,827,1284,918
simGenes_3041,1942,1893,2254,3908,2026,2727,2175,2957
simGenes_3042,308,531,955,1094,934,929,1061,939
simGenes_3043,732,827,674,640,747,836,691,845
simGenes_3044,3296,3676,4162,4828,4579,4647,5235,4811
simGenes_3045,1326,1418,1445,1271,2174,1140,1726,2436
simGenes_3046,91,217,244,201,280,234,274,207
simGenes_3047,696,845,657,702,1643,1374,1003,1464
simGenes_3048,13349,12603,17344,18778,10752,8206,14349,10322
simGenes_3049,779,435,530,496,578,500,465,586
simGenes_3050,1599,1420,1634,1893,1734,1856,1959,1784
simGenes_3051,474,414,381,559,370,531,441,485
simGenes_3052,2114,2682,1724,2211,1886,2374,1879,2164
simGenes_3053,971,1056,1186,1061,879,980,1116,988
simGenes_3054,2200,2342,2621,2544,2393,2582,2548,2439
simGenes_3055,3069,2825,3208,2940,2890,3315,3273,3081
simGenes_3056,3069,3120,2980,3087,2478,2364,2449,2665
simGenes_3057,693,596,683,811,559,706,599,704
simGenes_3058,2925,4182,3065,3161,3148,2503,3306,3145
simGenes_3059,1894,1863,1466,2145,1607,1670,1604,1810
simGenes_3060,667,1262,1163,1092,1148,1473,1126,1043
simGenes_3061,146,118,69,68,187,78,79,96
simGenes_3062,2328,2208,2285,2254,2299,2015,2190,2282
simGenes_3063,1283,1291,1143,1285,1043,1402,1448,1180
simGenes_3064,246,258,284,199,205,202,296,204
simGenes_3065,762,661,600,591,685,787,717,520
simGenes_3066,2139,1760,1610,1103,1579,2245,1524,1638
simGenes_3067,1076,1036,1033,1089,1125,1038,918,936
simGenes_3068,2720,2718,2216,2463,2551,2641,3084,2317
simGenes_3069,1488,1371,1188,1793,1137,1104,1447,1786
simGenes_3070,1264,1433,1132,1768,733,1296,1488,822
simGenes_3071,1541,1023,1117,877,761,778,1223,924
simGenes_3072,811,484,743,908,676,1041,652,824
simGenes_3073,1560,1363,1558,1494,2865,1778,1768,625
simGenes_3074,2207,2608,2591,3250,3147,3054,2506,2544
simGenes_3075,160,125,134,110,163,153,194,146
simGenes_3076,110,98,199,144,203,155,119,115
simGenes_3077,5569,5678,5569,5682,5794,5377,5341,5611
simGenes_3078,117366,131067,126514,126388,132767,131076,119119,118077
simGenes_3079,23320,23835,29968,28370,28985,23146,34543,23993
simGenes_3080,1057,1204,1924,2419,3494,254,1054,2376
simGenes_3081,36919,30287,30101,28526,29110,33251,37230,36705
simGenes_3082,2424,2573,3246,2209,2994,2613,2242,2751
simGenes_3083,4909,4276,3681,4691,4003,4539,3812,4989
simGenes_3084,1566,1261,1178,1297,1744,1213,1267,1126
simGenes_3085,711,717,666,752,720,736,704,666
simGenes_3086,642,1058,915,782,576,488,616,777
simGenes_3087,4192,3756,3714,4071,4255,4607,3770,4657
simGenes_3088,1063,876,451,1114,494,595,1270,829
simGenes_3089,949,1339,1144,1474,1488,580,554,974
simGenes_3090,918,1138,1171,1280,1056,981,1378,1522
simGenes_3091,2168,2004,2118,2033,1970,2161,2142,2058
simGenes_3092,267,264,287,310,308,282,271,247
simGenes_3093,651,558,572,1009,790,408,1005,1263
simGenes_3094,3755,4185,3595,3777,4807,3425,3243,3817
simGenes_3095,33738,14309,17823,26901,10810,34658,31210,34295
simGenes_3096,511,627,218,424,360,200,207,225
simGenes_3097,2885,3281,2572,1961,1894,3127,2268,2867
simGenes_3098,79,74,80,75,78,63,84,101
simGenes_3099,422,457,527,420,510,435,530,536
simGenes_3100,53,90,87,48,49,57,37,58
simGenes_3101,1016,855,1064,1132,811,900,1008,1037
simGenes_3102,905,1042,909,980,924,990,1014,723
simGenes_3103,1517,1425,1314,1609,1460,1715,1308,1645
simGenes_3104,1708,2203,2082,1748,2108,1843,1820,1971
simGenes_3105,6152,6514,6560,6451,6326,5043,7919,8165
simGenes_3106,1812,1405,1502,1474,1527,1430,1555,1529
simGenes_3107,683,485,453,530,655,432,598,455
simGenes_3108,1325,841,701,664,879,827,833,1185
simGenes_3109,100,89,66,82,117,129,98,81
simGenes_3110,54,117,110,127,93,97,90,107
simGenes_3111,2311,1586,2738,3546,3293,1538,1393,1351
simGenes_3112,1606,1839,2001,2075,1976,2099,1730,2246
simGenes_3113,539,895,696,607,719,600,783,417
simGenes_3114,2772,3620,3132,2002,3026,3544,3077,2443
simGenes_3115,396,308,323,355,823,903,820,888
simGenes_3116,7136,7235,6897,7393,7203,7284,7435,7350
simGenes_3117,3920,3841,3750,3752,3898,3994,4015,3824
simGenes_3118,6379,6122,7376,6078,5602,6344,6100,7139
simGenes_3119,307,389,442,344,357,391,495,310
simGenes_3120,702,173,654,802,381,253,474,636
simGenes_3121,1021,1210,1733,1105,956,967,1125,1024
simGenes_3122,189,197,191,162,172,143,184,125
simGenes_3123,2236,2251,2215,2562,2836,3000,2010,2621
simGenes_3124,149,137,121,133,138,152,112,141
simGenes_3125,466,533,525,700,764,656,561,655
simGenes_3126,711,891,887,900,1307,574,821,671
simGenes_3127,608,495,488,373,389,501,470,509
simGenes_3128,323,293,292,267,367,298,278,286
simGenes_3129,2040,1593,1302,1571,1697,1651,1645,1871
simGenes_3130,865,1059,916,932,931,1452,1286,739
simGenes_3131,226,310,173,134,295,248,439,539
simGenes_3132,4841,5583,5530,5066,4911,5295,4912,5286
simGenes_3133,4636,3651,3695,3333,4907,3807,4524,4645
simGenes_3134,104,105,84,144,77,110,134,105
simGenes_3135,684,836,1069,490,789,1200,915,907
simGenes_3136,1306,1292,1130,1814,1300,1273,1480,1456
simGenes_3137,3318,3397,3591,3784,2872,4590,4456,4513
simGenes_3138,138,172,154,173,187,201,179,189
simGenes_3139,2028,1956,2174,2206,2340,2198,2103,1919
simGenes_3140,2470,2686,2691,2579,2768,2898,2418,2733
simGenes_3141,144,186,217,192,151,137,141,127
simGenes_3142,1423,1540,2688,882,2520,2657,3253,1349
simGenes_3143,4864,4699,5144,3353,4964,6689,8193,4808
simGenes_3144,7698,7179,9509,6474,7201,9930,7536,7081
simGenes_3145,121,156,99,147,155,135,141,105
simGenes_3146,6856,6414,6284,7173,6567,6268,5970,5733
simGenes_3147,3857,2848,2827,3146,3158,3239,4701,3176
simGenes_3148,2200,1318,1702,1832,1680,1267,1330,1588
simGenes_3149,336,453,491,748,679,413,689,342
simGenes_3150,450,349,298,151,354,599,411,335
simGenes_3151,332,423,305,269,406,287,191,458
simGenes_3152,810,819,868,832,799,855,940,1104
simGenes_3153,2400,2636,4048,3121,3558,2439,3017,3435
simGenes_3154,13029,15719,16570,15145,24494,30301,30817,32210
simGenes_3155,2563,2369,2585,2689,2264,2134,2566,2488
simGenes_3156,1738,1603,2033,1692,1532,1464,1768,1712
simGenes_3157,536,477,786,516,667,557,340,562
simGenes_3158,3300,3272,3261,3602,3424,3939,3903,3692
simGenes_3159,929,633,542,688,828,593,799,721
simGenes_3160,1174,1057,774,944,736,744,746,737
simGenes_3161,58,86,67,54,85,86,69,65
simGenes_3162,1491,1485,3224,1203,1777,1586,1241,2000
simGenes_3163,1274,1070,1046,1310,939,1140,1055,855
simGenes_3164,694,615,598,558,710,651,825,581
simGenes_3165,129,154,120,105,104,150,147,103
simGenes_3166,391,397,391,459,264,396,226,435
simGenes_3167,143,111,161,140,129,190,198,150
simGenes_3168,709,780,765,730,543,816,563,980
simGenes_3169,1593,995,1163,1019,1300,802,1156,1053
simGenes_3170,1501,1671,1333,1168,1459,1767,1641,1126
simGenes_3171,1196,1162,1108,1183,1148,1388,1241,1323
simGenes_3172,7950,7906,8062,7533,8391,8511,7524,8113
simGenes_3173,1026,967,1038,957,1126,1005,1112,1040
simGenes_3174,605,484,449,822,414,605,497,633
simGenes_3175,1125,564,1266,1239,1992,1078,1120,1768
simGenes_3176,384,403,510,468,599,393,370,414
simGenes_3177,814,657,1112,971,1148,1618,1024,848
simGenes_3178,53,105,132,48,100,140,70,100
simGenes_3179,5213,6469,6123,4579,5862,5983,6022,5944
simGenes_3180,5590,5587,5511,5735,14154,12599,12056,15440
simGenes_3181,414,350,283,339,230,476,183,347
simGenes_3182,1255,1609,1459,1674,1391,1584,1937,1430
simGenes_3183,56642,71212,61828,68912,59548,62645,51580,71183
simGenes_3184,752,507,798,542,942,831,452,543
simGenes_3185,1896,1811,1683,2061,2117,2073,1824,1787
simGenes_3186,1905,1273,1745,1982,1960,1398,1573,1875
simGenes_3187,337,299,411,309,332,353,337,289
simGenes_3188,2306,2319,2194,1641,1788,2189,2085,1648
simGenes_3189,2548,2628,2459,3218,3075,2750,3265,3921
simGenes_3190,2348,1380,1174,2345,1005,2080,893,2104
simGenes_3191,435,440,383,581,475,462,390,491
simGenes_3192,6014,6089,5988,6339,16684,19159,18038,17885
simGenes_3193,511,607,408,420,557,574,423,354
simGenes_3194,1485,1568,1390,1308,1071,1184,1315,1378
simGenes_3195,1289,1831,1737,1666,982,1531,1372,1702
simGenes_3196,258,194,206,216,221,402,299,205
simGenes_3197,10682,15845,12941,13027,21909,19677,23683,20196
simGenes_3198,1184,1177,1141,1215,1171,1170,1231,1218
simGenes_3199,454,465,509,358,430,323,388,435
simGenes_3200,89,94,81,110,113,71,60,89
simGenes_3201,2585,1899,2689,3139,1735,2349,1887,2008
simGenes_3202,1437,1498,1444,1137,1390,1458,1301,1410
simGenes_3203,3641,3783,3200,2661,4000,3732,3419,3839
simGenes_3204,563,499,547,489,366,404,376,473
simGenes_3205,211,398,275,387,265,419,460,294
simGenes_3206,5935,3892,6245,4522,3884,3399,8822,4052
simGenes_3207,95,125,128,103,143,133,127,120
simGenes_3208,2087,1722,1960,1918,2041,2307,1672,2015
simGenes_3209,1057,2109,1474,1631,2221,1505,2005,1313
simGenes_3210,4218,3851,4059,3967,4462,3983,3442,3163
simGenes_3211,986,787,1132,846,1426,1781,1608,2133
simGenes_3212,956,594,751,802,1010,665,820,868
simGenes_3213,1706,1320,1497,1850,1474,1079,1094,1368
simGenes_3214,910,1002,992,950,1036,1132,975,864
simGenes_3215,677,778,721,658,839,843,717,719
simGenes_3216,440,600,545,349,673,493,406,506
simGenes_3217,785,1153,724,983,1206,1411,636,855
simGenes_3218,2087,1973,1769,1846,1929,1888,1987,2033
simGenes_3219,2172,2188,1965,2166,2010,2165,1964,1928
simGenes_3220,1056,973,1037,1140,704,743,743,801
simGenes_3221,4705,4826,4668,4962,2508,2284,2368,2694
simGenes_3222,768,377,953,462,584,570,523,697
simGenes_3223,538,350,266,466,422,421,537,641
simGenes_3224,3104,3308,3086,3080,3086,3154,3168,3588
simGenes_3225,2609,2677,2311,2231,2240,2366,2157,2004
simGenes_3226,762,345,610,392,432,328,234,296
simGenes_3227,482,446,703,522,693,585,508,835
simGenes_3228,1244,1418,1862,1899,1374,728,1227,1369
simGenes_3229,598,700,605,804,970,731,552,661
simGenes_3230,2368,2299,1920,2448,2091,1955,2145,2110
simGenes_3231,1761,2285,602,1588,1390,926,1216,1563
simGenes_3232,1295,1208,1155,1406,1226,1371,1259,1183
simGenes_3233,816,1351,880,721,795,707,1172,598
simGenes_3234,295,370,270,320,300,388,327,459
simGenes_3235,142,128,151,177,181,191,128,150
simGenes_3236,172,140,160,155,147,160,130,142
simGenes_3237,62,74,58,49,52,65,52,55
simGenes_3238,3898,3417,3869,3942,3562,4037,3817,3454
simGenes_3239,2893,2744,2071,2113,1903,2270,2533,2810
simGenes_3240,266,396,614,226,381,580,506,456
simGenes_3241,891,832,1006,886,970,478,908,770
simGenes_3242,182,149,128,213,110,104,85,74
simGenes_3243,992,934,700,852,843,697,824,932
simGenes_3244,1020,963,998,992,979,938,958,958
simGenes_3245,1064,1364,1204,1229,1222,1366,1341,1195
simGenes_3246,2334,1317,1749,2090,1754,2105,1401,2236
simGenes_3247,1032,959,919,972,1080,834,784,1057
simGenes_3248,3571,2910,3546,3594,3173,3847,3214,3538
simGenes_3249,1937,1809,1683,2208,2053,1936,1865,2020
simGenes_3250,2310,2051,1853,1971,2171,2090,2212,1788
simGenes_3251,284,247,301,305,335,281,299,344
simGenes_3252,197,136,244,189,101,157,164,161
simGenes_3253,2303,2753,1254,2597,1431,2681,1990,1754
simGenes_3254,289,193,214,445,316,222,196,189
simGenes_3255,215,204,235,285,234,297,343,311
simGenes_3256,987,642,704,768,1036,684,802,763
simGenes_3257,732,1529,1341,1635,494,394,958,1162
simGenes_3258,637,798,569,871,581,729,790,853
simGenes_3259,1701,1813,1990,1832,2193,1620,1093,1844
simGenes_3260,1916,1493,1655,1779,1177,1940,1512,1836
simGenes_3261,319,279,315,335,262,256,293,379
simGenes_3262,3979,5033,6145,5137,5157,5498,4893,6398
simGenes_3263,2018,1159,916,855,1177,1746,1800,1768
simGenes_3264,16,72,57,70,84,63,92,75
simGenes_3265,591,297,589,372,321,348,756,241
simGenes_3266,1557,1248,1370,1445,1557,1322,992,1203
simGenes_3267,64,42,86,68,120,90,119,114
simGenes_3268,5839,3652,7170,4756,5687,6814,6183,7669
simGenes_3269,65,111,107,95,52,162,122,137
simGenes_3270,5624,6809,5685,6088,5854,6396,5944,5949
simGenes_3271,3663,2606,2855,4586,4762,3197,4668,3528
simGenes_3272,5683,6112,5286,5893,4487,5131,4215,4882
simGenes_3273,207,310,108,135,141,137,352,156
simGenes_3274,1145194,1133065,1359951,1079494,1759794,1502400,1383479,1963568
simGenes_3275,985,910,1047,1088,1126,930,1263,938
simGenes_3276,1962,2357,2238,2417,2064,2027,1983,2115
simGenes_3277,1163,1081,1070,1396,1237,1461,1319,1379
simGenes_3278,258,387,197,360,474,587,491,524
simGenes_3279,1049,1383,1373,1226,921,955,1249,864
simGenes_3280,3453,2511,3782,2551,4822,2306,2404,2988
simGenes_3281,1566,1485,1269,1211,1338,869,1007,1426
simGenes_3282,1112,1169,1075,1072,1162,1201,1128,1078
simGenes_3283,8603,8723,8935,8599,5028,5129,4942,4634
simGenes_3284,17441,26166,22370,17686,24382,19348,24281,20878
simGenes_3285,1489,1471,1669,1520,4831,4405,4807,4476
simGenes_3286,7772,6984,9014,7032,8464,7157,8831,6108
simGenes_3287,1061,1131,772,1287,1015,854,849,1287
simGenes_3288,45,54,65,45,71,54,58,42
simGenes_3289,784,568,920,870,868,687,808,928
simGenes_3290,228,224,99,242,309,280,386,474
simGenes_3291,1149,1120,1463,1276,1672,1024,1022,1035
simGenes_3292,3103,2503,3283,3275,2987,2994,3645,3468
simGenes_3293,668,711,1160,790,329,374,491,391
simGenes_3294,2587,2784,3116,2947,3073,3057,3558,3307
simGenes_3295,2358,2378,2391,2167,2288,2289,2340,2496
simGenes_3296,513,1644,346,845,966,611,1201,729
simGenes_3297,7359,6638,6306,6471,6726,6625,6844,7657
simGenes_3298,261,768,642,517,501,537,675,409
simGenes_3299,728,622,692,574,616,646,702,717
simGenes_3300,855,933,730,964,984,984,1001,1098
simGenes_3301,711,904,845,1073,1193,1334,1003,575
simGenes_3302,1096,1245,1138,1169,1177,739,1028,1011
simGenes_3303,964,789,768,899,1001,661,679,1056
simGenes_3304,92,146,110,144,137,165,181,124
simGenes_3305,1038,1397,1544,1334,1355,1327,1175,1094
simGenes_3306,700,586,624,737,474,657,690,507
simGenes_3307,1059,717,1542,867,1697,1342,942,1333
simGenes_3308,2502,2619,2169,2268,2073,2832,2460,2183
simGenes_3309,798,879,862,939,923,757,1196,1134
simGenes_3310,158,108,146,108,82,127,131,132
simGenes_3311,303,302,302,254,275,257,255,266
simGenes_3312,805,622,709,449,444,893,402,352
simGenes_3313,1602,1535,1456,1644,1665,1517,1573,1562
simGenes_3314,948,1562,1402,1408,1637,1296,1704,1311
simGenes_3315,728,629,590,713,699,686,840,910
simGenes_3316,41898,26938,32809,30615,30660,33838,32215,32560
simGenes_3317,6407,4381,5212,5279,5928,5085,5222,5375
simGenes_3318,716,1882,1827,1265,860,3186,1433,1304
simGenes_3319,421,487,426,375,469,413,258,419
simGenes_3320,1469,2040,1336,1551,1301,1542,1519,1836
simGenes_3321,582,566,388,404,505,427,536,384
simGenes_3322,1526,1402,781,1473,959,585,1440,1844
simGenes_3323,621,631,694,536,792,789,728,655
simGenes_3324,17856,17409,24930,20087,20205,15429,20361,19965
simGenes_3325,7587,6326,6058,7054,6012,7157,7211,6505
simGenes_3326,1036,613,613,763,636,918,721,667
simGenes_3327,784,1041,873,1084,1069,651,1139,971
