gene,control_1_cyto,control_2_cyto,control_3_cyto,control_4_cyto,treatment_1_cyto,treatment_2_cyto,treatment_3_cyto,treatment_4_cyto
simGenes_2393,4477,5438,5931,6178,6701,5703,5948,4850
simGenes_2394,388,329,465,450,341,321,293,375
simGenes_2395,477,466,702,877,325,464,360,454
simGenes_2396,119,86,169,67,204,486,376,60
simGenes_2397,2134,1833,1816,1739,1773,2054,1917,2086
simGenes_2398,14086,20807,15836,29527,15226,18933,26334,20687
simGenes_2399,948,799,1600,1263,455,673,285,405
simGenes_2400,563,598,425,611,429,373,419,415
simGenes_2401,3619,4068,3853,3777,3900,3609,3671,3689
simGenes_2402,2483,2455,2316,2624,2395,2760,3292,2389
simGenes_2403,520,732,571,688,507,652,746,551
simGenes_2404,16430,26055,25725,17426,28873,21460,25377,14374
simGenes_2405,211,195,365,448,270,247,367,136
simGenes_2406,914,744,1078,1235,772,1271,446,574
simGenes_2407,131,84,184,92,202,164,115,110
simGenes_2408,267,268,387,295,611,610,647,659
simGenes_2409,2073,1596,1916,1751,1717,1958,1694,1950
simGenes_2410,1786,2268,1987,2262,1887,1999,2127,2035
simGenes_2411,977,1255,1344,1066,711,1333,1870,1223
simGenes_2412,1024,949,966,900,1029,1054,1013,1136
simGenes_2413,41,58,59,42,37,51,66,94
simGenes_2414,931,958,958,1000,1091,981,1007,942
simGenes_2415,1675,1128,1106,1322,1184,1632,1388,1712
simGenes_2416,5775,6594,6403,6816,5771,6603,5844,7782
simGenes_2417,1275,1274,1086,964,3229,2854,2740,3187
simGenes_2418,289,300,274,300,286,289,268,259
simGenes_2419,496,415,438,379,469,373,343,331
simGenes_2420,706,718,680,658,650,754,713,699
simGenes_2421,88,51,70,89,72,117,77,103
simGenes_2422,1365,1526,1457,1131,1554,1492,1782,923
simGenes_2423,1202,1466,1283,1554,1156,1396,1086,1278
simGenes_2424,107,106,119,115,158,109,121,140
simGenes_2425,1148,641,465,695,870,938,824,1215
simGenes_2426,8317,7577,9718,8538,14563,12702,10936,13201
simGenes_2427,1898,2357,2784,2727,7429,1861,2290,7306
simGenes_2428,447,468,456,530,525,565,594,488
simGenes_2429,27299,25756,17053,15826,7570,41607,19918,31616
simGenes_2430,1894,1517,2408,1751,1702,1848,2122,1760
simGenes_2431,512,604,321,554,432,559,759,312
simGenes_2432,774,291,643,942,559,529,509,683
simGenes_2433,1488,1252,1029,789,1298,1184,1457,1568
simGenes_2434,2488,3648,6221,3125,2761,5100,3026,3930
simGenes_2435,5598,5129,3134,4135,3181,4976,4723,5190
simGenes_2436,3529,3385,3277,3525,3146,3506,3118,3440
simGenes_2437,792,545,712,1213,1523,1036,1247,1048
simGenes_2438,1042,1064,832,1041,1057,1086,1166,1229
simGenes_2439,331,291,276,302,363,394,371,441
simGenes_2440,28387,32347,29185,29707,31074,32108,33450,29011
simGenes_2441,1986,2102,2401,2198,1717,2215,2468,2399
simGenes_2442,2813,2584,2260,2273,2272,2452,2284,2398
simGenes_2443,890,961,690,606,848,800,718,812
simGenes_2444,196,186,173,194,164,185,184,182
simGenes_2445,2344,1943,2996,2612,1520,1614,2692,1408
simGenes_2446,1520,2109,1604,1967,3313,4222,1980,1767
simGenes_2447,653,712,708,597,698,674,775,688
simGenes_2448,684,502,457,463,355,497,509,390
simGenes_2449,1828,2103,1867,1629,1867,1338,1621,997
simGenes_2450,5216,6123,5197,5995,8988,8585,8299,9676
simGenes_2451,748,685,829,696,710,703,712,668
simGenes_2452,753,457,818,667,641,463,761,435
simGenes_2453,1856,2261,1802,2081,1994,2007,2340,1927
simGenes_2454,1730,3405,3063,2874,2911,2387,1712,3190
simGenes_2455,367,344,378,331,390,363,435,382
simGenes_2456,9817,8899,8133,7927,7773,7444,10389,8855
simGenes_2457,274,337,318,295,318,278,218,389
simGenes_2458,86,94,77,78,95,100,98,77
simGenes_2459,1132,1514,1205,852,1839,1081,1288,1452
simGenes_2460,291,388,261,508,605,220,534,595
simGenes_2461,6811,5468,6804,5092,6134,6409,6377,5451
simGenes_2462,585,541,701,720,478,681,799,951
simGenes_2463,1739,1362,1125,929,1904,1607,1073,1805
simGenes_2464,22,100,27,62,14,12,14,19
simGenes_2465,979,1082,1177,1004,965,952,1108,1046
simGenes_2466,3050,4542,5921,4227,5012,3109,5053,4406
simGenes_2467,734,750,723,681,723,939,713,744
simGenes_2468,3055,2849,2983,2197,2885,3197,2819,2894
simGenes_2469,3898,4480,4461,3881,3883,3993,3604,3914
simGenes_2470,1812,2415,2161,2328,1089,2884,1559,2695
simGenes_2471,3685,3235,3613,3971,3937,3643,3798,3874
simGenes_2472,198,280,384,270,212,448,264,257
simGenes_2473,1566,754,1627,1031,2765,3666,2923,3356
simGenes_2474,2719,4117,4723,3368,3962,3461,2860,3031
simGenes_2475,2805,4131,3260,2163,4292,5859,5448,4128
simGenes_2476,2601,2499,2065,2193,2756,2229,2292,2476
simGenes_2477,1102,1943,1407,906,2819,1300,945,692
simGenes_2478,101,124,106,168,82,173,138,61
simGenes_2479,5089,4727,5004,4625,5123,4978,5476,5871
simGenes_2480,5570,5671,4631,5097,4476,5063,5896,6030
simGenes_2481,1284,1643,2850,2240,1794,1804,1547,1577
simGenes_2482,5062,5921,9548,8926,5490,6591,6413,5360
simGenes_2483,660,879,672,760,723,906,920,798
simGenes_2484,2830,2323,1035,3283,1701,3690,2421,1755
simGenes_2485,972,982,1374,1190,562,859,825,956
simGenes_2486,1971,2401,2286,2893,2001,2869,1764,2781
simGenes_2487,871,998,623,629,773,709,1016,824
simGenes_2488,2238,2165,2037,2179,3658,4223,3157,5643
simGenes_2489,315,521,386,361,328,346,612,260
simGenes_2490,2528,2986,2137,3205,2304,2366,1973,2730
simGenes_2491,1598,1887,1823,2120,1926,1956,1612,1879
simGenes_2492,112,118,50,73,108,44,61,139
simGenes_2493,2206,4883,4485,8232,8088,5954,3713,6344
simGenes_2494,1913,2362,1693,1886,2546,2304,1983,2464
simGenes_2495,1351,1504,1209,1385,1043,1564,959,931
simGenes_2496,2584,1320,1567,1579,1290,1217,1456,974
simGenes_2497,15030,7437,10250,6436,10124,12853,18764,9877
simGenes_2498,5797,3863,5452,4774,4534,4744,5769,5803
simGenes_2499,271,375,540,438,246,297,338,387
simGenes_2500,5222,11539,6304,6737,7931,7262,12286,11213
simGenes_2501,158,174,196,199,179,172,178,151
simGenes_2502,2390,2912,3423,3500,1381,1625,1463,1447
simGenes_2503,350,318,350,375,330,301,321,315
simGenes_2504,11568,16263,10870,14199,15839,9481,10925,9374
simGenes_2505,200,308,324,186,420,384,518,422
simGenes_2506,4255,4105,4317,3553,3805,3554,4695,4420
simGenes_2507,592,711,719,728,744,757,704,619
simGenes_2508,6682,6434,5583,7246,6629,6457,6642,6836
simGenes_2509,1072,1134,1006,1182,1088,941,1035,1034
simGenes_2510,1914,2294,2748,2265,1494,1439,1447,1331
simGenes_2511,1317,1514,1983,2078,1752,2000,1396,1261
simGenes_2512,1312,628,997,1132,1108,1024,982,881
simGenes_2513,1159,843,1062,1339,1744,2455,2733,2038
simGenes_2514,982,953,946,1028,1176,1062,1007,1092
simGenes_2515,2499,1641,1735,1769,1299,4095,1605,2436
simGenes_2516,3274,2202,2730,3596,2744,3002,3431,2258
simGenes_2517,371,851,787,778,524,563,785,987
simGenes_2518,267,496,415,471,338,712,452,400
simGenes_2519,465,481,505,594,711,594,513,551
simGenes_2520,1397,970,1279,987,696,1010,1371,1097
simGenes_2521,2971,2942,3480,3181,3246,3512,3375,3008
simGenes_2522,8275,7898,6580,6974,7380,8247,7469,7426
simGenes_2523,2182,3249,3657,3416,3925,3435,4034,3604
simGenes_2524,1132,1552,1304,1192,1826,1060,1676,1038
simGenes_2525,156,201,310,228,375,336,154,317
simGenes_2526,3107,1697,2712,1992,1603,1522,1643,1792
simGenes_2527,3111,2959,2816,3303,2852,2988,2921,3021
simGenes_2528,1320,1421,1675,1486,1268,1990,1364,1647
simGenes_2529,1265,1338,1268,930,1219,2117,1513,1659
simGenes_2530,1920,1044,2342,1944,1817,2263,1891,1892
simGenes_2531,941,953,464,1251,612,538,610,1024
simGenes_2532,1726,1905,1737,1738,1726,1810,1673,1941
simGenes_2533,19726,18228,15942,16814,8752,7547,7843,7402
simGenes_2534,1439,1486,1453,1681,1569,1585,1571,1647
simGenes_2535,1002,877,927,864,939,991,1143,881
simGenes_2536,3606,2784,3282,2587,3268,2878,3450,3157
simGenes_2537,413,413,550,665,523,577,599,509
simGenes_2538,2228,1957,2423,2600,2300,2404,3006,2201
simGenes_2539,202,320,304,215,117,144,161,151
simGenes_2540,4087,3073,3918,3573,1613,1913,1782,1486
simGenes_2541,240,287,252,281,273,264,194,292
simGenes_2542,848,613,566,880,752,968,1025,1164
simGenes_2543,1150,1379,2244,1447,1888,1336,1224,1796
simGenes_2544,1465,1140,1313,1343,1415,1564,1435,1347
simGenes_2545,9852,9684,7244,9135,11888,6674,8326,10243
simGenes_2546,2562,2646,2583,3218,2559,2562,2933,2818
simGenes_2547,442,617,671,456,344,540,435,219
simGenes_2548,848,920,949,812,1157,700,924,815
simGenes_2549,1149,1490,1285,1073,1441,1593,935,1070
simGenes_2550,544,442,966,499,783,677,782,353
simGenes_2551,2710,3002,2784,2643,2986,2811,2864,2860
simGenes_2552,296,382,332,274,345,317,384,338
simGenes_2553,356,284,329,699,490,513,343,419
simGenes_2554,4096,5592,4463,4356,13113,12127,11876,12165
simGenes_2555,1577,1568,1549,1870,2057,1772,1576,1369
simGenes_2556,98,51,151,143,189,204,190,214
simGenes_2557,3033,3176,3411,3667,2941,3632,3384,3916
simGenes_2558,6987,7409,7118,7110,7212,7120,7133,7007
simGenes_2559,822,794,1252,246,1683,1484,1564,2016
simGenes_2560,5586,7161,9087,7595,7189,8001,9356,7355
simGenes_2561,1295,1009,1209,1127,1094,928,868,753
simGenes_2562,1926,1897,2198,2319,1971,2159,2312,2035
simGenes_2563,3184,3708,2602,3614,2778,3263,2418,1920
simGenes_2564,13044,16447,12568,13413,7929,14885,14588,10529
simGenes_2565,1560,1112,869,1078,460,516,344,457
simGenes_2566,1371,700,791,961,433,286,335,366
simGenes_2567,6942,7571,10178,6067,13851,16315,15802,13625
simGenes_2568,239,223,240,234,235,245,218,234
simGenes_2569,896,969,966,862,724,1053,963,1085
simGenes_2570,6930,7522,6531,6819,5137,7278,9998,7770
simGenes_2571,2601,2397,2026,2881,2548,2666,2586,2217
simGenes_2572,5462,5574,4855,5744,2732,2546,2652,2894
simGenes_2573,2762,3284,2853,3079,1223,1523,1210,1271
simGenes_2574,2828,2833,2698,2792,2778,2812,2841,2713
simGenes_2575,646,688,567,565,607,788,493,523
simGenes_2576,5374,3881,5931,4388,1349,1470,1628,1432
simGenes_2577,2080,2023,1940,1985,2106,2077,2099,2184
simGenes_2578,2544,2694,4651,4616,3456,3124,3263,3218
simGenes_2579,9503,10498,13909,12917,17300,9200,9154,15002
simGenes_2580,254,182,421,275,310,279,210,232
simGenes_2581,1630,1043,1401,760,1774,1172,488,981
simGenes_2582,1947,2345,2376,2872,2683,2347,2593,2192
simGenes_2583,2250,2405,2753,2682,2426,2494,2194,2666
simGenes_2584,1794,1739,1931,1919,1558,1668,1434,2078
simGenes_2585,2755,2806,2479,2411,2285,2414,2359,2329
simGenes_2586,2810,2923,3001,2779,4224,3779,2840,2575
simGenes_2587,752,544,849,983,780,705,699,696
simGenes_2588,213,258,307,163,163,75,203,130
simGenes_2589,1096,1118,1021,1632,1019,1015,1162,1137
simGenes_2590,1812,1769,2191,1730,1760,1824,1633,1487
simGenes_2591,1113,512,969,755,1627,1334,1020,935
simGenes_2592,13800,15264,14869,13799,16488,13133,14007,13623
simGenes_2593,25068,31590,36167,23393,24451,26016,22402,21349
simGenes_2594,18281,16823,18389,16041,18549,16970,16545,20495
simGenes_2595,686,604,722,708,657,714,677,696
simGenes_2596,1263,1278,1727,1400,1240,1383,1461,1421
simGenes_2597,324,385,313,339,277,378,289,280
simGenes_2598,2330,2519,2071,2649,2037,2955,2152,2098
simGenes_2599,847,963,845,963,699,507,818,892
simGenes_2600,3204,3073,3103,2982,2855,3209,3091,3466
simGenes_2601,1732,1840,1694,1775,1694,1769,1730,1781
simGenes_2602,779,783,730,786,765,726,687,749
simGenes_2603,1432,1556,1526,1505,1507,1551,1560,1564
simGenes_2604,576,303,404,390,440,715,645,445
simGenes_2605,1128,768,706,764,1219,976,926,765
simGenes_2606,2289,1966,2238,2472,2005,2738,2317,2389
simGenes_2607,559,1058,669,1054,603,398,542,671
simGenes_2608,3136,3313,3219,2933,2121,2035,2011,2270
simGenes_2609,8769,9629,9460,8370,9477,8298,9083,8333
simGenes_2610,207,360,263,334,127,93,117,132
simGenes_2611,1210,1956,1848,1355,1383,1670,1414,1504
simGenes_2612,1336,2523,1328,2385,1507,1665,1107,1488
simGenes_2613,7134,10660,10003,9414,7547,9124,10316,8602
simGenes_2614,408,420,429,478,243,300,336,334
simGenes_2615,170,200,219,208,125,103,143,79
simGenes_2616,933,854,764,951,840,742,876,859
simGenes_2617,564,585,536,480,437,396,455,527
simGenes_2618,922,658,923,1018,859,738,1047,1004
simGenes_2619,3800,3976,5057,4818,4472,5397,4626,4362
simGenes_2620,1004,915,1140,954,1131,1169,1072,954
simGenes_2621,2877,2722,2399,3023,2796,2797,2890,2875
simGenes_2622,4757,3606,2639,4023,3695,4525,3354,2275
simGenes_2623,476,410,517,508,472,510,474,471
simGenes_2624,1234,1311,886,1021,1316,1118,681,1423
simGenes_2625,677,646,959,698,845,699,791,671
simGenes_2626,1051,1560,2107,2055,1471,1614,1312,1644
simGenes_2627,236,134,348,341,135,245,312,230
simGenes_2628,3993,3849,3781,3498,3720,3747,3645,3691
simGenes_2629,413,210,549,315,493,524,600,466
simGenes_2630,1466,1438,1234,1435,1203,1260,1408,1496
simGenes_2631,1181,1049,971,1102,1109,1173,1143,1080
simGenes_2632,41986,24795,34639,30157,27168,32563,27207,23376
simGenes_2633,1329,1733,1136,570,1032,880,965,1312
simGenes_2634,38,61,77,116,86,87,65,124
simGenes_2635,254,204,304,203,213,124,189,223
simGenes_2636,1745,1686,1626,1604,466,1013,1429,1098
simGenes_2637,4338,4617,3865,4544,4240,4005,4129,3916
simGenes_2638,2985,2488,4484,3451,2639,3643,3710,3244
simGenes_2639,202,210,104,111,49,83,115,223
simGenes_2640,1866,2066,1911,1990,2020,2138,2123,2189
simGenes_2641,370,192,250,320,281,196,309,325
simGenes_2642,1955,1592,2210,2421,1798,1564,1777,1895
simGenes_2643,2167,2651,1869,1905,2140,2273,2105,2138
simGenes_2644,3891,2915,4757,4321,6343,3930,4770,5072
simGenes_2645,47465,41487,47853,45150,39077,46558,43585,46299
simGenes_2646,2860,2870,3498,2942,3053,3581,3010,2710
simGenes_2647,1804,1732,3056,1620,1782,2666,2333,2140
simGenes_2648,2763,4634,1713,3725,4847,3799,2670,1641
simGenes_2649,19973,20903,21124,18804,16862,18401,21817,22801
simGenes_2650,1805,1889,1767,1900,967,1280,1434,1441
simGenes_2651,1844,1922,2051,1892,2162,1754,1854,2032
simGenes_2652,733,697,540,654,485,582,942,587
simGenes_2653,1773,1380,1709,2374,1197,1263,1495,1586
simGenes_2654,730,693,780,811,994,732,918,864
simGenes_2655,767,685,606,797,661,1129,965,842
simGenes_2656,2783,3094,2926,3075,2889,2996,3193,3300
simGenes_2657,3082,2818,2956,2643,2854,3545,2879,3082
simGenes_2658,1323,884,1407,1034,2117,1001,1411,871
simGenes_2659,1051,1882,1656,1354,1259,1733,1555,1178
simGenes_2660,2789,1990,2510,2135,1553,967,894,1685
simGenes_2661,700,1061,819,711,1436,1216,1466,2892
simGenes_2662,187,209,252,139,300,170,144,203
simGenes_2663,2421,2285,2059,2459,2060,2383,2284,2150
simGenes_2664,3899,3677,3919,4031,3776,3968,4069,4068
simGenes_2665,264,236,204,263,124,95,111,101
simGenes_2666,329,278,408,398,473,364,565,366
simGenes_2667,4729,5132,5505,4938,4995,4698,5588,5193
simGenes_2668,5397,7329,11195,9170,9876,7118,8062,11238
simGenes_2669,3107,2830,2357,2577,3757,2562,3137,2933
simGenes_2670,14893,10383,9726,12282,11022,10691,13024,11635
simGenes_2671,3568,2052,4001,5268,3330,2684,2439,2985
simGenes_2672,1133,1524,1253,1312,953,1152,969,1375
simGenes_2673,1014,990,1013,782,1009,1092,1049,1227
simGenes_2674,273,218,260,271,771,689,717,740
simGenes_2675,5040,4903,5824,5024,4292,5643,4233,4179
simGenes_2676,2103,2014,2254,1900,2074,2081,1890,2091
simGenes_2677,6943,7564,7541,7531,7370,7856,7587,7427
simGenes_2678,1466,1373,1561,1526,1462,1514,1461,1432
simGenes_2679,146,225,254,268,231,187,162,162
simGenes_2680,3322,3967,2810,3950,4228,2706,3090,3141
simGenes_2681,3820,3042,2504,1796,3750,2072,2641,2886
simGenes_2682,2702,1976,2727,3258,2212,2902,2869,2846
simGenes_2683,5109,6796,5506,6146,6397,6257,7829,5680
simGenes_2684,48,57,74,83,56,129,62,45
simGenes_2685,2175,2464,3596,1877,2231,3946,1708,1936
simGenes_2686,1549,1147,887,975,870,981,705,1206
simGenes_2687,2143,1912,1116,1421,1760,1519,1523,2271
simGenes_2688,716,641,715,684,797,887,783,656
simGenes_2689,4459,3245,4556,3754,3550,2612,3449,5088
simGenes_2690,3135,2691,3019,3552,2733,2967,3527,3362
simGenes_2691,102,147,138,144,117,152,144,165
simGenes_2692,372,345,332,363,602,613,512,459
simGenes_2693,3526,1884,1821,2639,2327,1971,2278,2608
simGenes_2694,591,621,623,710,682,616,709,623
simGenes_2695,453,455,599,639,1043,1026,987,866
simGenes_2696,280,197,249,218,404,326,214,219
simGenes_2697,148,177,161,190,167,132,143,106
simGenes_2698,10151,9117,8593,9275,9508,9284,9480,9094
simGenes_2699,5345,2503,3041,1729,2513,3328,3363,2296
simGenes_2700,466,742,488,351,584,430,402,427
simGenes_2701,1555,1760,1637,1399,1237,1850,1847,1450
simGenes_2702,339,307,546,349,300,384,300,432
simGenes_2703,1418,746,928,791,739,1033,635,1184
simGenes_2704,8188,4988,6891,8831,5829,7046,5912,6052
simGenes_2705,1438,1622,1826,1516,1369,1430,1203,1704
simGenes_2706,1291,1021,979,1233,1082,1189,1321,1119
simGenes_2707,940,1305,968,1089,910,1084,917,827
simGenes_2708,788,607,623,662,342,285,304,334
simGenes_2709,1080,2021,1381,1454,1397,1684,1219,1693
simGenes_2710,3902,3725,3752,3587,3955,3820,4185,4020
simGenes_2711,5547,5630,5388,5392,4773,5084,5912,5376
simGenes_2712,1743,1461,1442,1682,1600,1343,1308,1534
simGenes_2713,90,157,165,261,178,237,181,215
simGenes_2714,669,641,771,1182,706,751,971,671
simGenes_2715,341,149,269,348,370,257,164,464
simGenes_2716,1721,1420,1813,1708,1876,2221,1737,1853
simGenes_2717,3260,3259,3642,2831,3615,3372,3754,3519
simGenes_2718,828,615,1148,1245,2959,2501,1244,1577
simGenes_2719,397,335,454,291,371,199,486,275
simGenes_2720,480,654,366,332,306,494,513,333
simGenes_2721,4126,5086,6252,5706,6119,7576,4526,3706
simGenes_2722,13540,11659,13357,13585,14423,13927,10769,15804
simGenes_2723,8196,8175,9024,7729,11074,7905,8178,9389
simGenes_2724,839,555,812,967,60,183,140,50
simGenes_2725,10917,7390,6424,6141,12805,8269,15868,9705
simGenes_2726,200,150,184,239,249,173,80,201
simGenes_2727,450,431,509,407,454,551,642,446
simGenes_2728,1928,1742,2432,2191,1873,1362,1405,1393
simGenes_2729,602,735,688,722,274,343,263,278
simGenes_2730,3739,3890,4180,3854,3056,3082,3706,3619
simGenes_2731,1351,1312,1550,1318,1231,1507,1401,1512
simGenes_2732,13667,17293,8688,12778,12893,10127,10828,9923
simGenes_2733,350,394,317,337,293,326,305,258
simGenes_2734,8476,7678,5722,5097,7951,7223,5809,7055
simGenes_2735,14077,12343,17971,7201,13399,12885,7578,12707
simGenes_2736,6796,6724,6275,6924,7106,6878,7172,7192
simGenes_2737,2701,2747,2775,2600,2635,2656,2699,2634
simGenes_2738,1300,1106,1840,1571,3556,4331,4343,2662
simGenes_2739,2003,1377,2228,1814,2047,2109,2364,1728
simGenes_2740,4638,3553,3044,3549,3073,4956,3440,3120
simGenes_2741,3365,3006,3446,2834,1454,973,1337,2427
simGenes_2742,2057,2765,2406,2506,3252,3057,2276,2244
simGenes_2743,2365,1437,1378,1473,3741,3071,3239,3115
simGenes_2744,942,1016,1058,998,1035,839,1237,999
simGenes_2745,177,526,333,435,261,421,261,91
simGenes_2746,2355,1938,1683,1944,4515,4888,3724,3711
simGenes_2747,337,497,375,437,417,293,402,391
simGenes_2748,935,451,547,891,650,818,652,908
simGenes_2749,3676,3411,3338,3338,3734,2650,2719,3723
simGenes_2750,7934,10244,10753,7653,6375,6801,8280,9761
simGenes_2751,6214,5211,2941,3987,4529,4544,3037,3578
simGenes_2752,436,442,535,714,544,564,673,602
simGenes_2753,6360,6648,6149,7766,6314,7323,7948,6959
simGenes_2754,6937,15524,7287,9566,7205,16101,6032,7518
simGenes_2755,19867,16520,18570,13414,20102,17914,20029,27021
simGenes_2756,7374,8426,5399,4400,5873,5714,5650,4335
simGenes_2757,885,711,770,829,729,1045,837,910
simGenes_2758,784,828,937,722,717,1070,601,628
simGenes_2759,341,257,265,294,318,399,277,316
simGenes_2760,14130,8681,11628,10984,10014,9796,10713,11608
simGenes_2761,7755,7376,7362,7592,7969,8328,9032,7716
simGenes_2762,1950,2014,1884,1825,2229,2044,1872,1977
simGenes_2763,214,117,71,213,120,92,55,162
simGenes_2764,1590,1015,846,1143,1204,1138,1226,1547
simGenes_2765,3930,5053,4961,4171,3229,4495,4460,3992
simGenes_2766,777,636,551,544,541,625,701,450
simGenes_2767,2698,2609,2497,2623,2881,2383,2541,2547
simGenes_2768,2480,3217,3508,3482,2896,3380,3563,2581
simGenes_2769,759,850,747,690,768,916,923,672
simGenes_2770,302,318,318,378,356,314,379,342
simGenes_2771,688,471,536,526,372,360,510,523
simGenes_2772,380,271,274,339,233,412,594,408
simGenes_2773,1888,2456,2325,2280,2397,2136,2051,2287
simGenes_2774,137,168,183,180,186,197,154,235
simGenes_2775,943,922,875,996,1028,1065,1008,872
simGenes_2776,141,116,138,198,169,115,184,130
simGenes_2777,7313,8382,8113,8780,7343,7216,7037,7610
simGenes_2778,1278,1310,1494,1291,1330,1291,1585,1353
simGenes_2779,406,441,422,449,436,506,476,446
simGenes_2780,1154,1846,1521,1019,1783,1352,1243,1242
simGenes_2781,11959,11517,11301,11547,7956,6299,6656,6900
simGenes_2782,2619,2864,1530,2488,2476,1255,2235,2810
simGenes_2783,2147,2170,1569,2337,1899,1992,1921,2933
simGenes_2784,1286,943,1520,1122,1040,754,1300,1917
simGenes_2785,896,351,579,536,755,666,228,596
simGenes_2786,10438,10405,10728,10037,5661,5962,5918,5785
simGenes_2787,3276,4895,3075,4186,4369,5427,4168,5739
simGenes_2788,1183,1396,1461,1028,1075,1140,1268,1389
simGenes_2789,2481,2885,2280,4102,5658,6989,5568,6763
simGenes_2790,428,1263,1414,908,828,1849,628,1844
simGenes_2791,4963,4294,4978,4817,4910,4641,4333,4979
